"","latitud","longitud","taxon.name"
"1561",41.4133036,2.1657864,"Ligustrum lucidum"
"1562",41.4129376,2.1650424,"Ligustrum lucidum"
"1563",41.4133417,2.1655624,"Ligustrum lucidum"
"1564",41.4136486,2.1641207,"Ligustrum lucidum"
"1565",41.4131539,2.1650712,"Ligustrum lucidum"
"1566",41.413557,2.1656771,"Ligustrum lucidum"
"1567",41.4126454,2.1646484,"Ligustrum lucidum"
"1568",41.4135238,2.1651415,"Ligustrum lucidum"
"1569",41.4128589,2.1649319,"Ligustrum lucidum"
"1570",41.412687,2.1649606,"Ligustrum lucidum"
"1571",41.4131592,2.1658735,"Ligustrum lucidum"
"1572",41.4122825,2.165189,"Ligustrum lucidum"
"1573",41.412891,2.1646505,"Ligustrum lucidum"
"1574",41.4133618,2.1656247,"Ligustrum lucidum"
"1575",41.4131498,2.1654561,"Ligustrum lucidum"
"1576",41.4126903,2.164608,"Ligustrum lucidum"
"1577",41.4132195,2.165531,"Ligustrum lucidum"
"1578",41.4133011,2.1655861,"Ligustrum lucidum"
"1579",41.4138264,2.1543292,"Ligustrum lucidum"
"1580",41.4149291,2.1532449,"Ligustrum lucidum"
"1581",41.4134927,2.1518032,"Ligustrum lucidum"
"1582",41.4185462,2.1476171,"Ligustrum lucidum"
"1583",41.4182859,2.1474008,"Ligustrum lucidum"
"1586",41.4185065,2.1474979,"Ligustrum lucidum"
"1588",41.4187982,2.1471975,"Ligustrum lucidum"
"1589",41.4185556,2.1476273,"Ligustrum lucidum"
"1590",41.4185311,2.1474645,"Ligustrum lucidum"
"1591",41.4187886,2.1471448,"Ligustrum lucidum"
"1592",41.4185087,2.1475949,"Ligustrum lucidum"
"1593",41.4189331,2.1471978,"Ligustrum lucidum"
"1594",41.4185331,2.1475346,"Ligustrum lucidum"
"1595",41.4185275,2.1476091,"Ligustrum lucidum"
"1596",41.4182875,2.1474174,"Ligustrum lucidum"
"1597",41.4040547,2.1325313,"Ligustrum lucidum"
"1598",41.4104034,2.1351819,"Ligustrum lucidum"
"1599",41.4106697,2.1358539,"Ligustrum lucidum"
"1600",41.4043442,2.132004,"Ligustrum lucidum"
"1601",41.4040914,2.1317176,"Ligustrum lucidum"
"1602",41.4108438,2.135639,"Ligustrum lucidum"
"1603",41.4104441,2.1361882,"Ligustrum lucidum"
"1604",41.4106878,2.1349338,"Ligustrum lucidum"
"1605",41.4043851,2.1322652,"Ligustrum lucidum"
"1606",41.4040445,2.1325761,"Ligustrum lucidum"
"1607",41.4043226,2.1320733,"Ligustrum lucidum"
"1608",41.4112159,2.134923,"Ligustrum lucidum"
"1609",41.4040472,2.1325662,"Ligustrum lucidum"
"1610",41.4103742,2.1352113,"Ligustrum lucidum"
"1611",41.4040216,2.1325231,"Ligustrum lucidum"
"1612",41.4103397,2.1353238,"Ligustrum lucidum"
"1613",41.4103475,2.1352234,"Ligustrum lucidum"
"1614",41.4041764,2.1320368,"Ligustrum lucidum"
"1615",41.4039083,2.131824,"Ligustrum lucidum"
"1616",41.4101261,2.1355966,"Ligustrum lucidum"
"1617",41.4043628,2.132032,"Ligustrum lucidum"
"1618",41.4043334,2.1320395,"Ligustrum lucidum"
"1619",41.4042571,2.1321566,"Ligustrum lucidum"
"1620",41.4109649,2.135542,"Ligustrum lucidum"
"1621",41.404063,2.1325293,"Ligustrum lucidum"
"1622",41.4100854,2.1358027,"Ligustrum lucidum"
"1623",41.404039,2.1325694,"Ligustrum lucidum"
"1624",41.4043655,2.1323198,"Ligustrum lucidum"
"1625",41.4040629,2.1317386,"Ligustrum lucidum"
"1626",41.4041456,2.1324025,"Ligustrum lucidum"
"1627",41.4041163,2.1324278,"Ligustrum lucidum"
"1628",41.4044028,2.1322948,"Ligustrum lucidum"
"1629",41.4103195,2.1352922,"Ligustrum lucidum"
"1630",41.4043188,2.1320538,"Ligustrum lucidum"
"1631",41.4040426,2.1325467,"Ligustrum lucidum"
"1632",41.404366,2.1322328,"Ligustrum lucidum"
"1633",41.4043459,2.1320252,"Ligustrum lucidum"
"1634",41.4041433,2.1324334,"Ligustrum lucidum"
"1635",41.4040463,2.1325355,"Ligustrum lucidum"
"1636",41.4040439,2.1320706,"Ligustrum lucidum"
"1637",41.4038163,2.1320579,"Ligustrum lucidum"
"1638",41.4040431,2.1318139,"Ligustrum lucidum"
"1639",41.4040932,2.1318798,"Ligustrum lucidum"
"1640",41.4040337,2.1325495,"Ligustrum lucidum"
"1641",41.4041455,2.1323857,"Ligustrum lucidum"
"1642",41.4041149,2.1324083,"Ligustrum lucidum"
"1643",41.4041717,2.1324005,"Ligustrum lucidum"
"1644",41.4040494,2.1325547,"Ligustrum lucidum"
"1645",41.4041887,2.1316083,"Ligustrum lucidum"
"1646",41.4040373,2.1317374,"Ligustrum lucidum"
"1647",41.4039453,2.1317853,"Ligustrum lucidum"
"1648",41.4107201,2.1348767,"Ligustrum lucidum"
"1649",41.4041003,2.1324205,"Ligustrum lucidum"
"1650",41.4111488,2.1349687,"Ligustrum lucidum"
"1651",41.404121,2.1317943,"Ligustrum lucidum"
"1652",41.404071,2.1320359,"Ligustrum lucidum"
"1653",41.4043041,2.1323151,"Ligustrum lucidum"
"1654",41.4043344,2.1320595,"Ligustrum lucidum"
"1655",41.4040573,2.1325497,"Ligustrum lucidum"
"1656",41.4043032,2.132048,"Ligustrum lucidum"
"1657",41.4109594,2.135613,"Ligustrum lucidum"
"1658",41.404108,2.1322255,"Ligustrum lucidum"
"1659",41.4040608,2.13254,"Ligustrum lucidum"
"1660",41.4038741,2.1318838,"Ligustrum lucidum"
"1661",41.4041744,2.1322473,"Ligustrum lucidum"
"1662",41.4103424,2.1352639,"Ligustrum lucidum"
"1663",41.4111261,2.1349938,"Ligustrum lucidum"
"1664",41.4040387,2.1325266,"Ligustrum lucidum"
"1666",41.3877991,2.1906756,"Ligustrum lucidum"
"1667",41.4407828,2.1720791,"Ligustrum lucidum"
"1668",41.4410959,2.1718411,"Ligustrum lucidum"
"1669",41.4395775,2.1743984,"Ligustrum lucidum"
"1670",41.440028,2.1739581,"Ligustrum lucidum"
"1671",41.4410472,2.1718105,"Ligustrum lucidum"
"1672",41.4406229,2.172264,"Ligustrum lucidum"
"1673",41.4420099,2.1723971,"Ligustrum lucidum"
"1674",41.4420525,2.1724441,"Ligustrum lucidum"
"1675",41.441148,2.1718526,"Ligustrum lucidum"
"1676",41.4408449,2.1727553,"Ligustrum lucidum"
"1677",41.4406739,2.1722158,"Ligustrum lucidum"
"1678",41.3632587,2.1386127,"Ligustrum lucidum"
"1679",41.3634708,2.1385371,"Ligustrum lucidum"
"1680",41.3627327,2.138808,"Ligustrum lucidum"
"1681",41.3632092,2.1386159,"Ligustrum lucidum"
"1682",41.3633503,2.1385996,"Ligustrum lucidum"
"1683",41.3626871,2.1388532,"Ligustrum lucidum"
"1684",41.3634988,2.1385012,"Ligustrum lucidum"
"1685",41.3624895,2.1388798,"Ligustrum lucidum"
"1686",41.3631229,2.1386732,"Ligustrum lucidum"
"1687",41.363432,2.1385615,"Ligustrum lucidum"
"1688",41.3633997,2.1386329,"Ligustrum lucidum"
"1689",41.3832002,2.1044224,"Ligustrum lucidum"
"1690",41.3870543,2.1165924,"Ligustrum lucidum"
"1691",41.3888951,2.1181137,"Ligustrum lucidum"
"1692",41.3875953,2.115983,"Ligustrum lucidum"
"1693",41.3887636,2.1181502,"Ligustrum lucidum"
"1694",41.3864473,2.1174537,"Ligustrum lucidum"
"1695",41.3885074,2.1176815,"Ligustrum lucidum"
"1696",41.3886298,2.117941,"Ligustrum lucidum"
"1697",41.387664,2.1159138,"Ligustrum lucidum"
"1698",41.3870535,2.1183327,"Ligustrum lucidum"
"1699",41.3871242,2.117266,"Ligustrum lucidum"
"1700",41.3871514,2.1169126,"Ligustrum lucidum"
"1701",41.3876859,2.1158762,"Ligustrum lucidum"
"1702",41.3863521,2.1173732,"Ligustrum lucidum"
"1703",41.3867581,2.1191584,"Ligustrum lucidum"
"1704",41.3881279,2.1157101,"Ligustrum lucidum"
"1705",41.3884232,2.1187237,"Ligustrum lucidum"
"1706",41.3884786,2.1175903,"Ligustrum lucidum"
"1707",41.3864169,2.117515,"Ligustrum lucidum"
"1708",41.3867958,2.1179759,"Ligustrum lucidum"
"1709",41.3884376,2.1179435,"Ligustrum lucidum"
"1710",41.3877274,2.1171562,"Ligustrum lucidum"
"1711",41.386908,2.1192495,"Ligustrum lucidum"
"1712",41.3889676,2.1184517,"Ligustrum lucidum"
"1713",41.3887588,2.1183188,"Ligustrum lucidum"
"1714",41.3877029,2.1178343,"Ligustrum lucidum"
"1715",41.3873876,2.1165479,"Ligustrum lucidum"
"1716",41.3869208,2.116513,"Ligustrum lucidum"
"1717",41.3888435,2.1184104,"Ligustrum lucidum"
"1718",41.3869352,2.1183989,"Ligustrum lucidum"
"1719",41.3878068,2.1167882,"Ligustrum lucidum"
"1720",41.3870089,2.1169721,"Ligustrum lucidum"
"1721",41.3866873,2.1188439,"Ligustrum lucidum"
"1722",41.3877014,2.115832,"Ligustrum lucidum"
"1723",41.3864454,2.1170631,"Ligustrum lucidum"
"1724",41.3880058,2.1159512,"Ligustrum lucidum"
"1725",41.3880927,2.1158689,"Ligustrum lucidum"
"1726",41.3983547,2.1454774,"Ligustrum lucidum"
"1727",41.4024862,2.1404038,"Ligustrum lucidum"
"1728",41.3983956,2.1455061,"Ligustrum lucidum"
"1729",41.398711,2.1402134,"Ligustrum lucidum"
"1730",41.398445,2.145512,"Ligustrum lucidum"
"1731",41.402526,2.1402599,"Ligustrum lucidum"
"1732",41.4021147,2.1404383,"Ligustrum lucidum"
"1733",41.3983797,2.1454395,"Ligustrum lucidum"
"1734",41.3984813,2.1453176,"Ligustrum lucidum"
"1735",41.3982926,2.1453883,"Ligustrum lucidum"
"1736",41.4023155,2.1401219,"Ligustrum lucidum"
"1737",41.4023543,2.1401349,"Ligustrum lucidum"
"1738",41.399191,2.1401025,"Ligustrum lucidum"
"1739",41.4019065,2.1403673,"Ligustrum lucidum"
"1740",41.4025389,2.1403758,"Ligustrum lucidum"
"1741",41.4025232,2.1404008,"Ligustrum lucidum"
"1742",41.3989262,2.1403284,"Ligustrum lucidum"
"1743",41.4022993,2.1402464,"Ligustrum lucidum"
"1744",41.4016959,2.1410084,"Ligustrum lucidum"
"1745",41.402218,2.1402661,"Ligustrum lucidum"
"1746",41.4028921,2.1409819,"Ligustrum lucidum"
"1747",41.4020104,2.1415022,"Ligustrum lucidum"
"1748",41.4021604,2.1411404,"Ligustrum lucidum"
"1749",41.4026712,2.1409848,"Ligustrum lucidum"
"1750",41.4022621,2.1402361,"Ligustrum lucidum"
"1751",41.4024247,2.1402404,"Ligustrum lucidum"
"1752",41.4027643,2.1410346,"Ligustrum lucidum"
"1753",41.4024409,2.1410416,"Ligustrum lucidum"
"1754",41.4019109,2.1401906,"Ligustrum lucidum"
"1755",41.4027228,2.1411443,"Ligustrum lucidum"
"1756",41.4018817,2.1412103,"Ligustrum lucidum"
"1757",41.4024945,2.1412984,"Ligustrum lucidum"
"1758",41.4022771,2.1402965,"Ligustrum lucidum"
"1759",41.401616,2.1409049,"Ligustrum lucidum"
"1760",41.4018867,2.1415477,"Ligustrum lucidum"
"1761",41.4018992,2.141301,"Ligustrum lucidum"
"1762",41.4023563,2.1407485,"Ligustrum lucidum"
"1763",41.4020522,2.141616,"Ligustrum lucidum"
"1764",41.4027289,2.140945,"Ligustrum lucidum"
"1765",41.4019985,2.1407152,"Ligustrum lucidum"
"1766",41.4027036,2.1408083,"Ligustrum lucidum"
"1767",41.401709,2.141036,"Ligustrum lucidum"
"1768",41.4024767,2.141306,"Ligustrum lucidum"
"1769",41.4017661,2.1413607,"Ligustrum lucidum"
"1770",41.4028385,2.1405197,"Ligustrum lucidum"
"1771",41.4018528,2.1412147,"Ligustrum lucidum"
"1772",41.4021514,2.1408567,"Ligustrum lucidum"
"1773",41.4027352,2.1403469,"Ligustrum lucidum"
"1774",41.4023748,2.1415215,"Ligustrum lucidum"
"1775",41.4029073,2.1409603,"Ligustrum lucidum"
"1776",41.4017874,2.1413686,"Ligustrum lucidum"
"1777",41.401823,2.1412633,"Ligustrum lucidum"
"1778",41.4022439,2.1416233,"Ligustrum lucidum"
"1779",41.4017562,2.1413365,"Ligustrum lucidum"
"1780",41.4016918,2.1412052,"Ligustrum lucidum"
"1781",41.402185,2.1405091,"Ligustrum lucidum"
"1782",41.4017186,2.141015,"Ligustrum lucidum"
"1783",41.4017816,2.1412848,"Ligustrum lucidum"
"1784",41.4023481,2.140316,"Ligustrum lucidum"
"1785",41.4021977,2.1416513,"Ligustrum lucidum"
"1786",41.4025276,2.1405226,"Ligustrum lucidum"
"1787",41.4018007,2.1414267,"Ligustrum lucidum"
"1788",41.4022013,2.1417036,"Ligustrum lucidum"
"1789",41.4017801,2.1413836,"Ligustrum lucidum"
"1790",41.4017284,2.1404359,"Ligustrum lucidum"
"1791",41.4024729,2.1414602,"Ligustrum lucidum"
"1792",41.4021119,2.1411386,"Ligustrum lucidum"
"1793",41.4021508,2.1404064,"Ligustrum lucidum"
"1794",41.4081891,2.1431662,"Ligustrum lucidum"
"1795",41.3927539,2.1234537,"Ligustrum lucidum"
"1796",41.3915706,2.1227553,"Ligustrum lucidum"
"1797",41.3935074,2.1224551,"Ligustrum lucidum"
"1798",41.3920827,2.1222592,"Ligustrum lucidum"
"1799",41.3932964,2.122953,"Ligustrum lucidum"
"1800",41.3932606,2.1230682,"Ligustrum lucidum"
"1801",41.3918406,2.1223205,"Ligustrum lucidum"
"1802",41.3931324,2.123185,"Ligustrum lucidum"
"1803",41.3926379,2.123568,"Ligustrum lucidum"
"1804",41.3931831,2.1231434,"Ligustrum lucidum"
"1805",41.3920241,2.1237426,"Ligustrum lucidum"
"1806",41.3918748,2.1224216,"Ligustrum lucidum"
"1807",41.4020272,2.1141604,"Ligustrum lucidum"
"1808",41.4024142,2.1147339,"Ligustrum lucidum"
"1809",41.3924665,2.1237094,"Ligustrum lucidum"
"1810",41.3919969,2.1222893,"Ligustrum lucidum"
"1811",41.3921735,2.1239031,"Ligustrum lucidum"
"1812",41.3932846,2.1230563,"Ligustrum lucidum"
"1813",41.3927177,2.123506,"Ligustrum lucidum"
"1814",41.3917941,2.1233136,"Ligustrum lucidum"
"1815",41.4192938,2.1706183,"Ligustrum lucidum"
"1816",41.4191023,2.1709218,"Ligustrum lucidum"
"1817",41.4189638,2.1704096,"Ligustrum lucidum"
"1818",41.41911,2.170518,"Ligustrum lucidum"
"1819",41.4197434,2.1694566,"Ligustrum lucidum"
"1820",41.4194442,2.1682396,"Ligustrum lucidum"
"1821",41.4193026,2.1701366,"Ligustrum lucidum"
"1822",41.4190575,2.1705863,"Ligustrum lucidum"
"1823",41.4195913,2.1689429,"Ligustrum lucidum"
"1824",41.4197921,2.1703989,"Ligustrum lucidum"
"1825",41.4197093,2.169293,"Ligustrum lucidum"
"1826",41.4192585,2.1701985,"Ligustrum lucidum"
"1827",41.4194568,2.1702805,"Ligustrum lucidum"
"1828",41.4189774,2.1704823,"Ligustrum lucidum"
"1829",41.419043,2.1707697,"Ligustrum lucidum"
"1830",41.4190716,2.17095,"Ligustrum lucidum"
"1831",41.4196122,2.1688354,"Ligustrum lucidum"
"1832",41.4192746,2.1700912,"Ligustrum lucidum"
"1833",41.4194247,2.1689535,"Ligustrum lucidum"
"1834",41.4192127,2.1703043,"Ligustrum lucidum"
"1835",41.4197121,2.1692047,"Ligustrum lucidum"
"1836",41.4196091,2.1690798,"Ligustrum lucidum"
"1837",41.4189977,2.170677,"Ligustrum lucidum"
"1838",41.4195103,2.1684271,"Ligustrum lucidum"
"1839",41.4193245,2.1698685,"Ligustrum lucidum"
"1840",41.4195945,2.1689614,"Ligustrum lucidum"
"1841",41.4191731,2.1705085,"Ligustrum lucidum"
"1842",41.4198022,2.1704654,"Ligustrum lucidum"
"1843",41.4195577,2.1683484,"Ligustrum lucidum"
"1844",41.3684045,2.1568241,"Ligustrum lucidum"
"1845",41.3680879,2.1575503,"Ligustrum lucidum"
"1846",41.367713,2.1581397,"Ligustrum lucidum"
"1847",41.3680823,2.1582025,"Ligustrum lucidum"
"1848",41.368324,2.157327,"Ligustrum lucidum"
"1849",41.3682542,2.1574232,"Ligustrum lucidum"
"1850",41.3684554,2.1582576,"Ligustrum lucidum"
"1851",41.3677396,2.1555276,"Ligustrum lucidum"
"1852",41.3683017,2.1573255,"Ligustrum lucidum"
"1853",41.3683494,2.1561923,"Ligustrum lucidum"
"1854",41.3690815,2.1696806,"Ligustrum lucidum"
"1855",41.3675388,2.1584396,"Ligustrum lucidum"
"1856",41.3701823,2.1587433,"Ligustrum lucidum"
"1857",41.3676883,2.1582179,"Ligustrum lucidum"
"1858",41.3677588,2.1582485,"Ligustrum lucidum"
"1859",41.3672024,2.1566191,"Ligustrum lucidum"
"1860",41.368447,2.1567604,"Ligustrum lucidum"
"1861",41.3684749,2.1567075,"Ligustrum lucidum"
"1862",41.369079,2.1584402,"Ligustrum lucidum"
"1863",41.3678718,2.158149,"Ligustrum lucidum"
"1864",41.3669422,2.1571138,"Ligustrum lucidum"
"1865",41.3698813,2.1585297,"Ligustrum lucidum"
"1866",41.3684626,2.158801,"Ligustrum lucidum"
"1867",41.3690915,2.1696973,"Ligustrum lucidum"
"1868",41.3688809,2.1662517,"Ligustrum lucidum"
"1869",41.3682842,2.1570604,"Ligustrum lucidum"
"1870",41.3687758,2.1584138,"Ligustrum lucidum"
"1871",41.3681477,2.1582545,"Ligustrum lucidum"
"1872",41.3674347,2.1581203,"Ligustrum lucidum"
"1873",41.3684671,2.1572167,"Ligustrum lucidum"
"1874",41.3667083,2.1568112,"Ligustrum lucidum"
"1875",41.3675099,2.1582938,"Ligustrum lucidum"
"1876",41.3682665,2.1570396,"Ligustrum lucidum"
"1877",41.3675338,2.1575726,"Ligustrum lucidum"
"1878",41.3684962,2.1588234,"Ligustrum lucidum"
"1879",41.3692153,2.1584611,"Ligustrum lucidum"
"1880",41.3696298,2.1674463,"Ligustrum lucidum"
"1881",41.3678162,2.1572788,"Ligustrum lucidum"
"1882",41.3703039,2.1588121,"Ligustrum lucidum"
"1883",41.3681884,2.1571627,"Ligustrum lucidum"
"1884",41.3684207,2.1568479,"Ligustrum lucidum"
"1885",41.3686852,2.1593269,"Ligustrum lucidum"
"1886",41.3676459,2.1580685,"Ligustrum lucidum"
"1887",41.3691423,2.1591338,"Ligustrum lucidum"
"1888",41.3675441,2.1576955,"Ligustrum lucidum"
"1889",41.3679887,2.1589564,"Ligustrum lucidum"
"1890",41.3683612,2.1561357,"Ligustrum lucidum"
"1891",41.3676353,2.1580475,"Ligustrum lucidum"
"1892",41.3675461,2.157654,"Ligustrum lucidum"
"1893",41.3681155,2.1576846,"Ligustrum lucidum"
"1894",41.368442,2.1568195,"Ligustrum lucidum"
"1895",41.3681633,2.1572042,"Ligustrum lucidum"
"1896",41.3690829,2.1696861,"Ligustrum lucidum"
"1897",41.3681941,2.1570342,"Ligustrum lucidum"
"1898",41.3697615,2.1683759,"Ligustrum lucidum"
"1899",41.368525,2.1566871,"Ligustrum lucidum"
"1900",41.3683466,2.1562872,"Ligustrum lucidum"
"1901",41.3680274,2.1581809,"Ligustrum lucidum"
"1902",41.3679727,2.166338,"Ligustrum lucidum"
"1903",41.368744,2.1724816,"Ligustrum lucidum"
"1904",41.366302,2.1546408,"Ligustrum lucidum"
"1905",41.3675429,2.1579082,"Ligustrum lucidum"
"1906",41.3692393,2.17012,"Ligustrum lucidum"
"1907",41.3692649,2.1701215,"Ligustrum lucidum"
"1908",41.3678615,2.1594108,"Ligustrum lucidum"
"1909",41.367548,2.1578808,"Ligustrum lucidum"
"1910",41.3698216,2.1585209,"Ligustrum lucidum"
"1911",41.3703251,2.1592839,"Ligustrum lucidum"
"1912",41.3682576,2.1571039,"Ligustrum lucidum"
"1913",41.3690445,2.1584365,"Ligustrum lucidum"
"1914",41.3664049,2.1553241,"Ligustrum lucidum"
"1915",41.3691099,2.1584299,"Ligustrum lucidum"
"1916",41.3678497,2.1582373,"Ligustrum lucidum"
"1917",41.3681734,2.1580438,"Ligustrum lucidum"
"1918",41.3677014,2.1581917,"Ligustrum lucidum"
"1919",41.3682787,2.1575273,"Ligustrum lucidum"
"1920",41.3702104,2.1587424,"Ligustrum lucidum"
"1921",41.3685599,2.1586095,"Ligustrum lucidum"
"1922",41.3674782,2.158218,"Ligustrum lucidum"
"1923",41.3697681,2.1681423,"Ligustrum lucidum"
"1924",41.3675406,2.1577364,"Ligustrum lucidum"
"1925",41.3683996,2.15669,"Ligustrum lucidum"
"1926",41.3669913,2.157129,"Ligustrum lucidum"
"1927",41.368453,2.1589247,"Ligustrum lucidum"
"1928",41.3678608,2.1572465,"Ligustrum lucidum"
"1929",41.3683736,2.1567348,"Ligustrum lucidum"
"1930",41.3681873,2.1582195,"Ligustrum lucidum"
"1931",41.3684987,2.1567321,"Ligustrum lucidum"
"1932",41.3683688,2.1562522,"Ligustrum lucidum"
"1933",41.3678356,2.1590292,"Ligustrum lucidum"
"1934",41.3613323,2.137087,"Ligustrum lucidum"
"1935",41.361461,2.1370068,"Ligustrum lucidum"
"1936",41.3610675,2.1363845,"Ligustrum lucidum"
"1937",41.361024,2.13656,"Ligustrum lucidum"
"1938",41.3609543,2.1365531,"Ligustrum lucidum"
"1940",41.3702735,2.1562523,"Ligustrum lucidum"
"1941",41.3697677,2.1568375,"Ligustrum lucidum"
"1942",41.369338,2.1572501,"Ligustrum lucidum"
"1943",41.3692751,2.157436,"Ligustrum lucidum"
"1944",41.3698028,2.1567013,"Ligustrum lucidum"
"1945",41.3692933,2.1572769,"Ligustrum lucidum"
"1946",41.3697871,2.1566431,"Ligustrum lucidum"
"1947",41.3879285,2.1857282,"Ligustrum lucidum"
"1948",41.3878257,2.1857929,"Ligustrum lucidum"
"1949",41.3944499,2.1418516,"Ligustrum lucidum"
"1950",41.395171,2.1399742,"Ligustrum lucidum"
"1951",41.4085228,2.1902552,"Ligustrum lucidum"
"1952",41.4086063,2.1903636,"Ligustrum lucidum"
"1953",41.4087748,2.1904303,"Ligustrum lucidum"
"1954",41.4088659,2.1904602,"Ligustrum lucidum"
"1955",41.4085108,2.1903442,"Ligustrum lucidum"
"1956",41.4088061,2.1906938,"Ligustrum lucidum"
"1957",41.4088211,2.1906806,"Ligustrum lucidum"
"1958",41.3702765,2.1589803,"Ligustrum lucidum"
"1959",41.3703123,2.1589997,"Ligustrum lucidum"
"1960",41.370334,2.1590411,"Ligustrum lucidum"
"1961",41.3689539,2.1570675,"Ligustrum lucidum"
"1962",41.3693448,2.1571713,"Ligustrum lucidum"
"1963",41.369374,2.157829,"Ligustrum lucidum"
"1964",41.3692874,2.1576518,"Ligustrum lucidum"
"1965",41.3689949,2.1572691,"Ligustrum lucidum"
"1966",41.3689327,2.1572388,"Ligustrum lucidum"
"1967",41.3688621,2.1572125,"Ligustrum lucidum"
"1968",41.369146,2.1581214,"Ligustrum lucidum"
"1969",41.3692145,2.1579986,"Ligustrum lucidum"
"1970",41.3689795,2.1580779,"Ligustrum lucidum"
"1971",41.3657668,2.1530024,"Ligustrum lucidum"
"1972",41.433243,2.1650481,"Ligustrum lucidum"
"1973",41.4332785,2.1670314,"Ligustrum lucidum"
"1974",41.3935514,2.1220774,"Ligustrum lucidum"
"1975",41.3919254,2.1222661,"Ligustrum lucidum"
"1976",41.3918512,2.1224078,"Ligustrum lucidum"
"1977",41.3927996,2.1234436,"Ligustrum lucidum"
"1978",41.4420432,2.1724182,"Ligustrum lucidum"
"1979",41.4419756,2.1722453,"Ligustrum lucidum"
"1980",41.4419428,2.1722544,"Ligustrum lucidum"
"1981",41.4407378,2.173096,"Ligustrum lucidum"
"1982",41.4407569,2.1730819,"Ligustrum lucidum"
"1983",41.3631162,2.138621,"Ligustrum lucidum"
"1984",41.3695708,2.1581319,"Ligustrum lucidum"
"1985",41.3694908,2.1579354,"Ligustrum lucidum"
"1986",41.3694566,2.1579276,"Ligustrum lucidum"
"1987",41.3694238,2.157919,"Ligustrum lucidum"
"1988",41.3693509,2.1575305,"Ligustrum lucidum"
"1989",41.3693814,2.1574865,"Ligustrum lucidum"
"1990",41.3693633,2.1574478,"Ligustrum lucidum"
"1991",41.3692948,2.1572067,"Ligustrum lucidum"
"1992",41.369326,2.157188,"Ligustrum lucidum"
"1993",41.3693052,2.1570977,"Ligustrum lucidum"
"1994",41.3693789,2.1568969,"Ligustrum lucidum"
"1995",41.3693752,2.1572164,"Ligustrum lucidum"
"1996",41.369419,2.1579687,"Ligustrum lucidum"
"1997",41.3691083,2.1580401,"Ligustrum lucidum"
"1998",41.3690431,2.1581571,"Ligustrum lucidum"
"1999",41.3689295,2.1581844,"Ligustrum lucidum"
"2000",41.3690224,2.1581798,"Ligustrum lucidum"
"2001",41.3690035,2.1581811,"Ligustrum lucidum"
"2002",41.3691223,2.1578793,"Ligustrum lucidum"
"2003",41.3692863,2.1575492,"Ligustrum lucidum"
"2004",41.3691767,2.1572234,"Ligustrum lucidum"
"2005",41.369192,2.1572774,"Ligustrum lucidum"
"2006",41.3691713,2.1566114,"Ligustrum lucidum"
"2007",41.3687201,2.157287,"Ligustrum lucidum"
"2008",41.3687021,2.1572895,"Ligustrum lucidum"
"2009",41.3689769,2.1581889,"Ligustrum lucidum"
"2010",41.368958,2.1567288,"Ligustrum lucidum"
"2011",41.3690084,2.1566954,"Ligustrum lucidum"
"2012",41.3692745,2.1561724,"Ligustrum lucidum"
"2013",41.3692187,2.1560565,"Ligustrum lucidum"
"2014",41.3692502,2.1558599,"Ligustrum lucidum"
"2015",41.3693561,2.1556874,"Ligustrum lucidum"
"2016",41.3693088,2.1565272,"Ligustrum lucidum"
"2017",41.36931,2.1561939,"Ligustrum lucidum"
"2018",41.3696163,2.1561688,"Ligustrum lucidum"
"2019",41.3695709,2.1562375,"Ligustrum lucidum"
"2020",41.369586,2.1563619,"Ligustrum lucidum"
"2021",41.3695327,2.1565498,"Ligustrum lucidum"
"2022",41.3695495,2.1565926,"Ligustrum lucidum"
"2023",41.3694594,2.1565907,"Ligustrum lucidum"
"2024",41.3694208,2.1566678,"Ligustrum lucidum"
"2025",41.3693378,2.1567105,"Ligustrum lucidum"
"2026",41.3695969,2.1567062,"Ligustrum lucidum"
"2027",41.3696809,2.15665,"Ligustrum lucidum"
"2028",41.3696899,2.1566853,"Ligustrum lucidum"
"2029",41.3701372,2.1563408,"Ligustrum lucidum"
"2030",41.3701282,2.1562536,"Ligustrum lucidum"
"2031",41.4019867,2.1171419,"Ligustrum lucidum"
"2032",41.3696627,2.1565892,"Ligustrum lucidum"
"2033",41.3703709,2.1559566,"Ligustrum lucidum"
"2034",41.3703658,2.1560219,"Ligustrum lucidum"
"2035",41.3702253,2.1553207,"Ligustrum lucidum"
"2036",41.3923693,2.1218101,"Ligustrum lucidum"
"2037",41.36968,2.1545541,"Ligustrum lucidum"
"2038",41.4102305,2.135628,"Ligustrum lucidum"
"2039",41.4101613,2.1356729,"Ligustrum lucidum"
"2040",41.3887676,2.1890073,"Ligustrum lucidum"
"2041",41.4393096,2.1738772,"Ligustrum lucidum"
"2042",41.3669343,2.1661987,"Ligustrum lucidum"
"2043",41.4143448,2.1534289,"Ligustrum lucidum"
"2044",41.4159842,2.130696,"Ligustrum lucidum"
"2045",41.4156838,2.1315061,"Ligustrum lucidum"
"2046",41.4157665,2.1317067,"Ligustrum lucidum"
"2047",41.4157441,2.1300446,"Ligustrum lucidum"
"2049",41.4087724,2.14437,"Ligustrum lucidum"
"2050",41.4086327,2.143779,"Ligustrum lucidum"
"2051",41.4086962,2.143756,"Ligustrum lucidum"
