"","latitud","longitud","taxon.name"
"2945",41.4194025,2.1914005,"Ligustrum lucidum"
"2946",41.4219193,2.1912663,"Ligustrum lucidum"
"2947",41.4199147,2.1913699,"Ligustrum lucidum"
"2948",41.421538,2.1867282,"Ligustrum lucidum"
"2949",41.4236092,2.1871796,"Ligustrum lucidum"
"2950",41.4232443,2.1866608,"Ligustrum lucidum"
"2951",41.4215604,2.1912863,"Ligustrum lucidum"
"2952",41.422006,2.1867251,"Ligustrum lucidum"
"2953",41.4196432,2.1913887,"Ligustrum lucidum"
"2954",41.4099391,2.1796773,"Ligustrum lucidum"
"2955",41.4103185,2.1798423,"Ligustrum lucidum"
"2956",41.4098604,2.1795647,"Ligustrum lucidum"
"2957",41.4095833,2.179177,"Ligustrum lucidum"
"2958",41.3892673,2.1918511,"Ligustrum lucidum"
"2959",41.3890426,2.1921476,"Ligustrum lucidum"
"2960",41.388844,2.1923305,"Ligustrum lucidum"
"2961",41.388535,2.1921221,"Ligustrum lucidum"
"2962",41.3903006,2.1904071,"Ligustrum lucidum"
"2963",41.3893981,2.1916769,"Ligustrum lucidum"
"2964",41.3887577,2.1923388,"Ligustrum lucidum"
"2965",41.3883168,2.1918312,"Ligustrum lucidum"
"2966",41.3894588,2.1916012,"Ligustrum lucidum"
"2967",41.3902467,2.1905391,"Ligustrum lucidum"
"2968",41.3884804,2.1920494,"Ligustrum lucidum"
"2969",41.390147,2.1900388,"Ligustrum lucidum"
"2970",41.390257,2.1901864,"Ligustrum lucidum"
"2971",41.389962,2.1898,"Ligustrum lucidum"
"2972",41.389954,2.1909236,"Ligustrum lucidum"
"2973",41.404524,2.1776963,"Ligustrum lucidum"
"2974",41.4046022,2.1775962,"Ligustrum lucidum"
"2975",41.4044514,2.1778005,"Ligustrum lucidum"
"2976",41.4046789,2.1774909,"Ligustrum lucidum"
"2977",41.4047165,2.1774408,"Ligustrum lucidum"
"2978",41.4044132,2.1778529,"Ligustrum lucidum"
"2979",41.4046411,2.1775424,"Ligustrum lucidum"
"2980",41.4043758,2.1779034,"Ligustrum lucidum"
"2981",41.3945953,2.1533787,"Ligustrum lucidum"
"2982",41.3947643,2.1533929,"Ligustrum lucidum"
"2983",41.3713012,2.1423489,"Ligustrum lucidum"
"2984",41.3665284,2.1324879,"Ligustrum lucidum"
"2985",41.3711454,2.1422881,"Ligustrum lucidum"
"2986",41.3666111,2.1325986,"Ligustrum lucidum"
"2987",41.3663926,2.1324127,"Ligustrum lucidum"
"2988",41.3671412,2.1333168,"Ligustrum lucidum"
"2989",41.3719877,2.1423642,"Ligustrum lucidum"
"2990",41.3665697,2.1325433,"Ligustrum lucidum"
"2991",41.3710798,2.1422877,"Ligustrum lucidum"
"2992",41.3706933,2.1423199,"Ligustrum lucidum"
"2993",41.3667497,2.132888,"Ligustrum lucidum"
"2994",41.366619,2.1327087,"Ligustrum lucidum"
"2995",41.3711767,2.1423415,"Ligustrum lucidum"
"2996",41.3668804,2.1330673,"Ligustrum lucidum"
"2997",41.3664883,2.1325294,"Ligustrum lucidum"
"2998",41.3716879,2.1423567,"Ligustrum lucidum"
"2999",41.3664448,2.1324698,"Ligustrum lucidum"
"3000",41.37125,2.1423431,"Ligustrum lucidum"
"3001",41.3667061,2.1328282,"Ligustrum lucidum"
"3002",41.3670374,2.1331828,"Ligustrum lucidum"
"3003",41.3671854,2.133372,"Ligustrum lucidum"
"3004",41.371407,2.1423527,"Ligustrum lucidum"
"3005",41.3669239,2.133127,"Ligustrum lucidum"
"3006",41.3669562,2.1330711,"Ligustrum lucidum"
"3007",41.3669157,2.1330153,"Ligustrum lucidum"
"3008",41.3712709,2.1422968,"Ligustrum lucidum"
"3009",41.3668368,2.1330075,"Ligustrum lucidum"
"3010",41.3852951,2.1146628,"Ligustrum lucidum"
"3011",41.3850597,2.1131848,"Ligustrum lucidum"
"3012",41.3856189,2.115417,"Ligustrum lucidum"
"3013",41.3850999,2.1132912,"Ligustrum lucidum"
"3014",41.3857194,2.1157608,"Ligustrum lucidum"
"3015",41.3851365,2.1134262,"Ligustrum lucidum"
"3016",41.3856217,2.1160436,"Ligustrum lucidum"
"3017",41.3857882,2.116368,"Ligustrum lucidum"
"3018",41.3855102,2.1150176,"Ligustrum lucidum"
"3019",41.3852209,2.1144355,"Ligustrum lucidum"
"3020",41.3856384,2.116161,"Ligustrum lucidum"
"3021",41.3850989,2.1133477,"Ligustrum lucidum"
"3022",41.3857061,2.1156943,"Ligustrum lucidum"
"3023",41.3854706,2.114846,"Ligustrum lucidum"
"3024",41.3891698,2.1227391,"Ligustrum lucidum"
"3025",41.3890174,2.1228079,"Ligustrum lucidum"
"3026",41.3889582,2.1228407,"Ligustrum lucidum"
"3027",41.3955574,2.1451701,"Ligustrum lucidum"
"3028",41.3967707,2.1472279,"Ligustrum lucidum"
"3029",41.3951843,2.144375,"Ligustrum lucidum"
"3030",41.3952642,2.144676,"Ligustrum lucidum"
"3031",41.3948639,2.1438245,"Ligustrum lucidum"
"3032",41.3962341,2.1461595,"Ligustrum lucidum"
"3033",41.3953295,2.1446345,"Ligustrum lucidum"
"3034",41.3956071,2.1451218,"Ligustrum lucidum"
"3035",41.3955203,2.1451034,"Ligustrum lucidum"
"3036",41.3955325,2.1449831,"Ligustrum lucidum"
"3037",41.3968435,2.1471876,"Ligustrum lucidum"
"3038",41.3950836,2.1442049,"Ligustrum lucidum"
"3039",41.3979834,2.1450005,"Ligustrum lucidum"
"3040",41.3961362,2.1461561,"Ligustrum lucidum"
"3041",41.394881,2.1440166,"Ligustrum lucidum"
"3042",41.3961665,2.1462089,"Ligustrum lucidum"
"3043",41.3969024,2.143497,"Ligustrum lucidum"
"3044",41.3954094,2.1447705,"Ligustrum lucidum"
"3045",41.396061,2.1458699,"Ligustrum lucidum"
"3046",41.3923443,2.136402,"Ligustrum lucidum"
"3047",41.3943335,2.1493009,"Ligustrum lucidum"
"3048",41.4000071,2.1417827,"Ligustrum lucidum"
"3049",41.4022107,2.1386191,"Ligustrum lucidum"
"3050",41.3998111,2.142047,"Ligustrum lucidum"
"3051",41.3970169,2.1391676,"Ligustrum lucidum"
"3052",41.3946113,2.1487353,"Ligustrum lucidum"
"3053",41.3970169,2.139581,"Ligustrum lucidum"
"3054",41.3986965,2.1435321,"Ligustrum lucidum"
"3055",41.4002484,2.1414559,"Ligustrum lucidum"
"3056",41.3978135,2.1488744,"Ligustrum lucidum"
"3057",41.397486,2.1483165,"Ligustrum lucidum"
"3058",41.3999582,2.1418488,"Ligustrum lucidum"
"3059",41.4019894,2.1389303,"Ligustrum lucidum"
"3060",41.397256,2.1452546,"Ligustrum lucidum"
"3061",41.3926503,2.1368422,"Ligustrum lucidum"
"3062",41.3986551,2.1443558,"Ligustrum lucidum"
"3063",41.4005707,2.1408229,"Ligustrum lucidum"
"3064",41.3992072,2.1426596,"Ligustrum lucidum"
"3065",41.3941873,2.1450595,"Ligustrum lucidum"
"3066",41.3943157,2.1448943,"Ligustrum lucidum"
"3067",41.3970298,2.1361443,"Ligustrum lucidum"
"3068",41.3999102,2.1417072,"Ligustrum lucidum"
"3069",41.3993412,2.1514517,"Ligustrum lucidum"
"3070",41.3973465,2.1425333,"Ligustrum lucidum"
"3071",41.400298,2.1413896,"Ligustrum lucidum"
"3072",41.396926,2.1397867,"Ligustrum lucidum"
"3073",41.3973377,2.1493812,"Ligustrum lucidum"
"3074",41.3962401,2.1465892,"Ligustrum lucidum"
"3075",41.4011155,2.1402998,"Ligustrum lucidum"
"3076",41.3962351,2.1340752,"Ligustrum lucidum"
"3077",41.3988265,2.1505872,"Ligustrum lucidum"
"3078",41.3926543,2.1375787,"Ligustrum lucidum"
"3079",41.3966624,2.1462297,"Ligustrum lucidum"
"3080",41.3998602,2.1419809,"Ligustrum lucidum"
"3081",41.4010694,2.1403615,"Ligustrum lucidum"
"3082",41.3986607,2.1435746,"Ligustrum lucidum"
"3083",41.4020104,2.1391027,"Ligustrum lucidum"
"3084",41.4015657,2.1394732,"Ligustrum lucidum"
"3085",41.4006658,2.1480752,"Ligustrum lucidum"
"3086",41.3979722,2.1442993,"Ligustrum lucidum"
"3087",41.3991168,2.1429866,"Ligustrum lucidum"
"3088",41.3944762,2.1446879,"Ligustrum lucidum"
"3089",41.3957288,2.1472636,"Ligustrum lucidum"
"3090",41.4023595,2.1384261,"Ligustrum lucidum"
"3091",41.3976122,2.1454444,"Ligustrum lucidum"
"3092",41.3976034,2.1449903,"Ligustrum lucidum"
"3093",41.396285,2.1425044,"Ligustrum lucidum"
"3094",41.4003501,2.1475803,"Ligustrum lucidum"
"3095",41.3945383,2.1490335,"Ligustrum lucidum"
"3096",41.3999867,2.1416033,"Ligustrum lucidum"
"3097",41.3985299,2.1500867,"Ligustrum lucidum"
"3098",41.392697,2.1377647,"Ligustrum lucidum"
"3099",41.395201,2.1437603,"Ligustrum lucidum"
"3100",41.3962375,2.1342778,"Ligustrum lucidum"
"3101",41.3940589,2.1452245,"Ligustrum lucidum"
"3102",41.4006955,2.1480455,"Ligustrum lucidum"
"3103",41.3958504,2.1472974,"Ligustrum lucidum"
"3104",41.3959155,2.1472117,"Ligustrum lucidum"
"3105",41.3980527,2.144192,"Ligustrum lucidum"
"3106",41.3956733,2.1473329,"Ligustrum lucidum"
"3107",41.3980044,2.1492013,"Ligustrum lucidum"
"3108",41.3968696,2.1374764,"Ligustrum lucidum"
"3109",41.3995734,2.1518403,"Ligustrum lucidum"
"3110",41.402351,2.1386365,"Ligustrum lucidum"
"3111",41.4016712,2.139359,"Ligustrum lucidum"
"3112",41.3951272,2.1482548,"Ligustrum lucidum"
"3113",41.3970212,2.1394844,"Ligustrum lucidum"
"3114",41.3982512,2.1496135,"Ligustrum lucidum"
"3115",41.3952336,2.1437183,"Ligustrum lucidum"
"3116",41.39702,2.1455606,"Ligustrum lucidum"
"3117",41.3941551,2.1451007,"Ligustrum lucidum"
"3118",41.4032989,2.1403614,"Ligustrum lucidum"
"3119",41.4025561,2.1381656,"Ligustrum lucidum"
"3120",41.4009773,2.1404851,"Ligustrum lucidum"
"3121",41.4022811,2.1387372,"Ligustrum lucidum"
"3122",41.3943798,2.1448117,"Ligustrum lucidum"
"3123",41.3943891,2.1492296,"Ligustrum lucidum"
"3124",41.4004486,2.1409877,"Ligustrum lucidum"
"3125",41.4011615,2.1402379,"Ligustrum lucidum"
"3126",41.4009817,2.1485041,"Ligustrum lucidum"
"3127",41.3969619,2.1458373,"Ligustrum lucidum"
"3128",41.39756,2.1450493,"Ligustrum lucidum"
"3129",41.4003477,2.1413233,"Ligustrum lucidum"
"3130",41.3980543,2.1435176,"Ligustrum lucidum"
"3131",41.3979319,2.1443531,"Ligustrum lucidum"
"3132",41.3973827,2.1494587,"Ligustrum lucidum"
"3133",41.3995046,2.1517256,"Ligustrum lucidum"
"3134",41.4004837,2.1477098,"Ligustrum lucidum"
"3135",41.4006114,2.140768,"Ligustrum lucidum"
"3136",41.4011846,2.139998,"Ligustrum lucidum"
"3137",41.3985711,2.1501551,"Ligustrum lucidum"
"3138",41.3984635,2.1436379,"Ligustrum lucidum"
"3139",41.3942194,2.1450181,"Ligustrum lucidum"
"3140",41.3977067,2.1496775,"Ligustrum lucidum"
"3141",41.3946373,2.1444817,"Ligustrum lucidum"
"3142",41.3944119,2.1447704,"Ligustrum lucidum"
"3143",41.3970293,2.1362923,"Ligustrum lucidum"
"3144",41.3979317,2.1490814,"Ligustrum lucidum"
"3145",41.3924993,2.1370094,"Ligustrum lucidum"
"3146",41.3995364,2.1517791,"Ligustrum lucidum"
"3147",41.398295,2.1437287,"Ligustrum lucidum"
"3148",41.3950328,2.1439707,"Ligustrum lucidum"
"3149",41.3967478,2.1461171,"Ligustrum lucidum"
"3150",41.400842,2.1482748,"Ligustrum lucidum"
"3151",41.3949406,2.1482991,"Ligustrum lucidum"
"3152",41.3991085,2.142792,"Ligustrum lucidum"
"3153",41.4008007,2.1405097,"Ligustrum lucidum"
"3154",41.3971538,2.1490511,"Ligustrum lucidum"
"3155",41.3967237,2.1459546,"Ligustrum lucidum"
"3156",41.39703,2.1361786,"Ligustrum lucidum"
"3157",41.4022628,2.1385498,"Ligustrum lucidum"
"3158",41.3955515,2.1474931,"Ligustrum lucidum"
"3159",41.3983014,2.1497036,"Ligustrum lucidum"
"3160",41.4006218,2.1479308,"Ligustrum lucidum"
"3161",41.3985508,2.1435217,"Ligustrum lucidum"
"3162",41.4004966,2.1411243,"Ligustrum lucidum"
"3163",41.4015109,2.1397666,"Ligustrum lucidum"
"3164",41.3991474,2.1511262,"Ligustrum lucidum"
"3165",41.3967907,2.1460608,"Ligustrum lucidum"
"3166",41.3963025,2.1467047,"Ligustrum lucidum"
"3167",41.398765,2.1434461,"Ligustrum lucidum"
"3168",41.4012674,2.1398865,"Ligustrum lucidum"
"3169",41.4007071,2.1408391,"Ligustrum lucidum"
"3170",41.4027394,2.1381264,"Ligustrum lucidum"
"3171",41.397026,2.1381977,"Ligustrum lucidum"
"3172",41.3943478,2.1448529,"Ligustrum lucidum"
"3173",41.3961929,2.1466506,"Ligustrum lucidum"
"3174",41.4010082,2.1486239,"Ligustrum lucidum"
"3175",41.3989797,2.1429637,"Ligustrum lucidum"
"3176",41.397424,2.1453721,"Ligustrum lucidum"
"3177",41.4025646,2.1383594,"Ligustrum lucidum"
"3178",41.3984956,2.1437981,"Ligustrum lucidum"
"3179",41.3997354,2.1419526,"Ligustrum lucidum"
"3180",41.4004481,2.1476533,"Ligustrum lucidum"
"3181",41.3948356,2.148434,"Ligustrum lucidum"
"3182",41.3955353,2.1477123,"Ligustrum lucidum"
"3183",41.3947807,2.1442987,"Ligustrum lucidum"
"3184",41.3925443,2.1371784,"Ligustrum lucidum"
"3185",41.3949074,2.1441353,"Ligustrum lucidum"
"3186",41.395948,2.1471689,"Ligustrum lucidum"
"3187",41.4016852,2.1395385,"Ligustrum lucidum"
"3188",41.3995618,2.1423868,"Ligustrum lucidum"
"3189",41.4002044,2.1413173,"Ligustrum lucidum"
"3190",41.3985944,2.1434636,"Ligustrum lucidum"
"3191",41.3977363,2.1455883,"Ligustrum lucidum"
"3192",41.3970228,2.1385025,"Ligustrum lucidum"
"3193",41.3943604,2.1490533,"Ligustrum lucidum"
"3194",41.3973472,2.1453277,"Ligustrum lucidum"
"3195",41.3964398,2.1463277,"Ligustrum lucidum"
"3196",41.4019236,2.1390153,"Ligustrum lucidum"
"3197",41.3958829,2.1472546,"Ligustrum lucidum"
"3198",41.4009917,2.1402615,"Ligustrum lucidum"
"3199",41.4033307,2.1405509,"Ligustrum lucidum"
"3200",41.4001063,2.1414432,"Ligustrum lucidum"
"3201",41.3979362,2.145865,"Ligustrum lucidum"
"3202",41.3970256,2.1378453,"Ligustrum lucidum"
"3203",41.3997665,2.1421084,"Ligustrum lucidum"
"3204",41.3970238,2.1384009,"Ligustrum lucidum"
"3205",41.3965768,2.1463423,"Ligustrum lucidum"
"3206",41.397165,2.1453655,"Ligustrum lucidum"
"3207",41.3944432,2.1491621,"Ligustrum lucidum"
"3208",41.3961186,2.1467499,"Ligustrum lucidum"
"3209",41.394844,2.144217,"Ligustrum lucidum"
"3210",41.3937651,2.1456003,"Ligustrum lucidum"
"3211",41.3986192,2.1434305,"Ligustrum lucidum"
"3212",41.3986899,2.144404,"Ligustrum lucidum"
"3213",41.3927822,2.137356,"Ligustrum lucidum"
"3214",41.3923661,2.1364837,"Ligustrum lucidum"
"3215",41.3973087,2.1453785,"Ligustrum lucidum"
"3216",41.3946686,2.1444418,"Ligustrum lucidum"
"3217",41.40066,2.147989,"Ligustrum lucidum"
"3218",41.3958538,2.1470914,"Ligustrum lucidum"
"3219",41.3952873,2.1478412,"Ligustrum lucidum"
"3220",41.4006291,2.1480239,"Ligustrum lucidum"
"3221",41.3970306,2.1366807,"Ligustrum lucidum"
"3222",41.3980959,2.1493522,"Ligustrum lucidum"
"3223",41.4005521,2.1478195,"Ligustrum lucidum"
"3224",41.3999465,2.1416587,"Ligustrum lucidum"
"3225",41.4001989,2.1415224,"Ligustrum lucidum"
"3226",41.3981354,2.1440805,"Ligustrum lucidum"
"3227",41.3984199,2.1436961,"Ligustrum lucidum"
"3228",41.3960903,2.1358529,"Ligustrum lucidum"
"3229",41.3981831,2.1442141,"Ligustrum lucidum"
"3230",41.3994561,2.1425298,"Ligustrum lucidum"
"3231",41.397025,2.1380068,"Ligustrum lucidum"
"3232",41.3949345,2.1485146,"Ligustrum lucidum"
"3233",41.3955957,2.147632,"Ligustrum lucidum"
"3234",41.3945747,2.1445614,"Ligustrum lucidum"
"3235",41.3946852,2.1488403,"Ligustrum lucidum"
"3236",41.3938706,2.1454665,"Ligustrum lucidum"
"3237",41.3946992,2.148609,"Ligustrum lucidum"
"3238",41.3969387,2.1377227,"Ligustrum lucidum"
"3239",41.4033199,2.1404594,"Ligustrum lucidum"
"3240",41.3945592,2.148801,"Ligustrum lucidum"
"3241",41.3953316,2.1435923,"Ligustrum lucidum"
"3242",41.3984544,2.143854,"Ligustrum lucidum"
"3243",41.4018537,2.1391129,"Ligustrum lucidum"
"3244",41.4003973,2.141257,"Ligustrum lucidum"
"3245",41.3975023,2.1374589,"Ligustrum lucidum"
"3246",41.3980551,2.1443857,"Ligustrum lucidum"
"3247",41.3979699,2.1445006,"Ligustrum lucidum"
"3248",41.3962632,2.1467563,"Ligustrum lucidum"
"3249",41.4011432,2.1400538,"Ligustrum lucidum"
"3250",41.3984874,2.1500183,"Ligustrum lucidum"
"3251",41.4000562,2.1417166,"Ligustrum lucidum"
"3252",41.3976632,2.1455019,"Ligustrum lucidum"
"3253",41.3960661,2.146819,"Ligustrum lucidum"
"3254",41.3986624,2.1433724,"Ligustrum lucidum"
"3255",41.3977032,2.1500199,"Ligustrum lucidum"
"3256",41.3981472,2.149433,"Ligustrum lucidum"
"3257",41.3952663,2.1436763,"Ligustrum lucidum"
"3258",41.3972701,2.1454295,"Ligustrum lucidum"
"3259",41.3976311,2.1485621,"Ligustrum lucidum"
"3260",41.3993205,2.1427104,"Ligustrum lucidum"
"3261",41.4015203,2.1395398,"Ligustrum lucidum"
"3262",41.4013501,2.139775,"Ligustrum lucidum"
"3263",41.3976702,2.1497166,"Ligustrum lucidum"
"3264",41.3927575,2.1380284,"Ligustrum lucidum"
"3265",41.3981405,2.1442708,"Ligustrum lucidum"
"3266",41.4025297,2.1384017,"Ligustrum lucidum"
"3267",41.401034,2.1402026,"Ligustrum lucidum"
"3268",41.4017446,2.1394588,"Ligustrum lucidum"
"3269",41.3925137,2.1363276,"Ligustrum lucidum"
"3270",41.3944425,2.1489517,"Ligustrum lucidum"
"3271",41.3956487,2.1475659,"Ligustrum lucidum"
"3272",41.3974779,2.1449584,"Ligustrum lucidum"
"3273",41.3925229,2.1370833,"Ligustrum lucidum"
"3274",41.3950002,2.1440135,"Ligustrum lucidum"
"3275",41.3969325,2.1400503,"Ligustrum lucidum"
"3276",41.3994821,2.1422916,"Ligustrum lucidum"
"3277",41.4013915,2.1397192,"Ligustrum lucidum"
"3278",41.3939409,2.1453773,"Ligustrum lucidum"
"3279",41.3969776,2.145617,"Ligustrum lucidum"
"3280",41.4008271,2.1483361,"Ligustrum lucidum"
"3281",41.3962239,2.1468079,"Ligustrum lucidum"
"3282",41.399486,2.141953,"Ligustrum lucidum"
"3283",41.4003829,2.1476282,"Ligustrum lucidum"
"3284",41.3968478,2.1354784,"Ligustrum lucidum"
"3285",41.4012538,2.1401145,"Ligustrum lucidum"
"3286",41.3948679,2.1483927,"Ligustrum lucidum"
"3287",41.4009242,2.148492,"Ligustrum lucidum"
"3288",41.3927185,2.1378578,"Ligustrum lucidum"
"3289",41.3950981,2.1482891,"Ligustrum lucidum"
"3290",41.3972118,2.1453073,"Ligustrum lucidum"
"3291",41.3972962,2.1493039,"Ligustrum lucidum"
"3292",41.3977003,2.1486841,"Ligustrum lucidum"
"3293",41.4008708,2.1483223,"Ligustrum lucidum"
"3294",41.4001052,2.1416507,"Ligustrum lucidum"
"3295",41.3994282,2.1515945,"Ligustrum lucidum"
"3296",41.3925436,2.1364321,"Ligustrum lucidum"
"3297",41.3966533,2.1460474,"Ligustrum lucidum"
"3298",41.397777,2.1447544,"Ligustrum lucidum"
"3299",41.3928118,2.1374613,"Ligustrum lucidum"
"3300",41.4018964,2.1390539,"Ligustrum lucidum"
"3301",41.4003673,2.1410975,"Ligustrum lucidum"
"3302",41.4013923,2.1399221,"Ligustrum lucidum"
"3303",41.3978846,2.1446154,"Ligustrum lucidum"
"3304",41.3987356,2.150432,"Ligustrum lucidum"
"3305",41.3925757,2.1373022,"Ligustrum lucidum"
"3306",41.4004894,2.1409327,"Ligustrum lucidum"
"3307",41.3983763,2.1437543,"Ligustrum lucidum"
"3308",41.4010363,2.1486716,"Ligustrum lucidum"
"3309",41.3954272,2.1476576,"Ligustrum lucidum"
"3310",41.4094254,2.146429,"Ligustrum lucidum"
"3311",41.4104355,2.1419557,"Ligustrum lucidum"
"3312",41.4048762,2.1446632,"Ligustrum lucidum"
"3313",41.4089804,2.146774,"Ligustrum lucidum"
"3314",41.4073164,2.1403263,"Ligustrum lucidum"
"3315",41.404559,2.1442903,"Ligustrum lucidum"
"3316",41.4047889,2.1445641,"Ligustrum lucidum"
"3317",41.4087467,2.1469643,"Ligustrum lucidum"
"3318",41.408847,2.146882,"Ligustrum lucidum"
"3319",41.4028181,2.1496482,"Ligustrum lucidum"
"3320",41.4017769,2.1483253,"Ligustrum lucidum"
"3321",41.4028602,2.149589,"Ligustrum lucidum"
"3322",41.4036963,2.1432579,"Ligustrum lucidum"
"3323",41.4072589,2.1403824,"Ligustrum lucidum"
"3324",41.4046457,2.1443979,"Ligustrum lucidum"
"3325",41.4071483,2.1403339,"Ligustrum lucidum"
"3326",41.4034205,2.1451035,"Ligustrum lucidum"
"3327",41.4104161,2.1455754,"Ligustrum lucidum"
"3328",41.4053006,2.1459338,"Ligustrum lucidum"
"3329",41.4035534,2.1430859,"Ligustrum lucidum"
"3330",41.4029013,2.1495253,"Ligustrum lucidum"
"3331",41.4018933,2.1485026,"Ligustrum lucidum"
"3332",41.4082496,2.1473406,"Ligustrum lucidum"
"3333",41.4094688,2.1463873,"Ligustrum lucidum"
"3334",41.4037879,2.1433648,"Ligustrum lucidum"
"3335",41.4027653,2.1459845,"Ligustrum lucidum"
"3336",41.4084976,2.1471644,"Ligustrum lucidum"
"3337",41.4027752,2.1497128,"Ligustrum lucidum"
"3339",41.403967,2.1435814,"Ligustrum lucidum"
"3340",41.4091141,2.1466682,"Ligustrum lucidum"
"3341",41.4015779,2.1508526,"Ligustrum lucidum"
"3342",41.4070923,2.1403364,"Ligustrum lucidum"
"3343",41.4044097,2.1441098,"Ligustrum lucidum"
"3344",41.4013476,2.1505491,"Ligustrum lucidum"
"3345",41.4071485,2.1403884,"Ligustrum lucidum"
"3346",41.4043212,2.1440094,"Ligustrum lucidum"
"3347",41.412949,2.1391769,"Ligustrum lucidum"
"3348",41.4093238,2.1465044,"Ligustrum lucidum"
"3349",41.4044596,2.1441732,"Ligustrum lucidum"
"3350",41.4024862,2.1463522,"Ligustrum lucidum"
"3351",41.4072037,2.1403854,"Ligustrum lucidum"
"3352",41.4074844,2.1403187,"Ligustrum lucidum"
"3353",41.4073724,2.1403237,"Ligustrum lucidum"
"3354",41.4103946,2.1455075,"Ligustrum lucidum"
"3355",41.4041844,2.1438419,"Ligustrum lucidum"
"3356",41.4072604,2.1403288,"Ligustrum lucidum"
"3357",41.4074244,2.1403734,"Ligustrum lucidum"
"3358",41.4051569,2.1461463,"Ligustrum lucidum"
"3359",41.4044726,2.1424334,"Ligustrum lucidum"
"3360",41.4042269,2.1438972,"Ligustrum lucidum"
"3361",41.4040121,2.1436327,"Ligustrum lucidum"
"3362",41.4072044,2.1403313,"Ligustrum lucidum"
"3363",41.4027247,2.1460393,"Ligustrum lucidum"
"3364",41.4075405,2.1403161,"Ligustrum lucidum"
"3365",41.401936,2.1485721,"Ligustrum lucidum"
"3366",41.4014105,2.1504662,"Ligustrum lucidum"
"3367",41.4033596,2.1451804,"Ligustrum lucidum"
"3368",41.4103738,2.145435,"Ligustrum lucidum"
"3369",41.4018314,2.1484062,"Ligustrum lucidum"
"3370",41.4042025,2.1423432,"Ligustrum lucidum"
"3371",41.4129038,2.1392345,"Ligustrum lucidum"
"3372",41.402079,2.1487915,"Ligustrum lucidum"
"3373",41.4079504,2.1476405,"Ligustrum lucidum"
"3374",41.4077862,2.1478234,"Ligustrum lucidum"
"3375",41.4032863,2.1452803,"Ligustrum lucidum"
"3376",41.4013653,2.1504032,"Ligustrum lucidum"
"3377",41.4078725,2.1477294,"Ligustrum lucidum"
"3378",41.4081252,2.1474712,"Ligustrum lucidum"
"3379",41.40306,2.1455839,"Ligustrum lucidum"
"3380",41.4043832,2.1473158,"Ligustrum lucidum"
"3381",41.4092712,2.1465443,"Ligustrum lucidum"
"3382",41.4075348,2.1403675,"Ligustrum lucidum"
"3383",41.413697,2.1382298,"Ligustrum lucidum"
"3384",41.3953882,2.1299079,"Ligustrum lucidum"
"3385",41.3963423,2.1288142,"Ligustrum lucidum"
"3386",41.3957261,2.1329367,"Ligustrum lucidum"
"3387",41.3954515,2.1298285,"Ligustrum lucidum"
"3388",41.3966128,2.1286179,"Ligustrum lucidum"
"3389",41.3958847,2.133468,"Ligustrum lucidum"
"3390",41.3971246,2.1280194,"Ligustrum lucidum"
"3391",41.3955998,2.1297812,"Ligustrum lucidum"
"3392",41.3963471,2.1289217,"Ligustrum lucidum"
"3393",41.3958103,2.1333027,"Ligustrum lucidum"
"3394",41.3956511,2.1327602,"Ligustrum lucidum"
"3395",41.3958994,2.1294336,"Ligustrum lucidum"
"3396",41.3956328,2.1223922,"Ligustrum lucidum"
"3397",41.3971779,2.1242548,"Ligustrum lucidum"
"3398",41.3977646,2.1252263,"Ligustrum lucidum"
"3399",41.3964125,2.1216385,"Ligustrum lucidum"
"3400",41.398011,2.1236654,"Ligustrum lucidum"
"3401",41.3960112,2.1220231,"Ligustrum lucidum"
"3402",41.3970346,2.1243654,"Ligustrum lucidum"
"3403",41.3958167,2.1222134,"Ligustrum lucidum"
"3404",41.3923341,2.1217266,"Ligustrum lucidum"
"3405",41.3964103,2.1256315,"Ligustrum lucidum"
"3406",41.396178,2.1218647,"Ligustrum lucidum"
"3407",41.3968491,2.1245052,"Ligustrum lucidum"
"3408",41.3983763,2.1233818,"Ligustrum lucidum"
"3409",41.3919362,2.1221239,"Ligustrum lucidum"
"3410",41.396555,2.1254692,"Ligustrum lucidum"
"3411",41.3975276,2.1247769,"Ligustrum lucidum"
"3412",41.3971497,2.1240644,"Ligustrum lucidum"
"3413",41.3971281,2.1240313,"Ligustrum lucidum"
"3414",41.3978658,2.1237743,"Ligustrum lucidum"
"3415",41.3919251,2.1221274,"Ligustrum lucidum"
"3416",41.3954865,2.1225241,"Ligustrum lucidum"
"3417",41.397964,2.1237014,"Ligustrum lucidum"
"3418",41.3967722,2.1252257,"Ligustrum lucidum"
"3419",41.3966998,2.1253068,"Ligustrum lucidum"
"3420",41.3966274,2.125388,"Ligustrum lucidum"
"3421",41.4057486,2.1649602,"Ligustrum lucidum"
"3422",41.4066566,2.1664028,"Ligustrum lucidum"
"3423",41.4069395,2.1668606,"Ligustrum lucidum"
"3424",41.4038947,2.1689127,"Ligustrum lucidum"
"3425",41.4039866,2.1688624,"Ligustrum lucidum"
"3426",41.4003945,2.1521447,"Ligustrum lucidum"
"3427",41.4042446,2.15572,"Ligustrum lucidum"
"3428",41.4008996,2.1528989,"Ligustrum lucidum"
"3429",41.4052762,2.1578786,"Ligustrum lucidum"
"3430",41.4047212,2.1564962,"Ligustrum lucidum"
