"","taxon.name","cartodb_id","comarca","provincia","nom_comar","sup_comar","geometry"
"3597","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1561999, 41.4051712)
"3598","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1554823, 41.4040941)
"3599","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1565545, 41.4062998)
"3600","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1584008, 41.4048322)
"3601","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1519587, 41.4002777)
"3602","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1600402, 41.400498)
"3603","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1562971, 41.3980627)
"3604","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1552238, 41.3969566)
"3605","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1513857, 41.4037048)
"3606","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1565046, 41.4012293)
"3607","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1565685, 41.404717)
"3608","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1595999, 41.4038123)
"3609","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1613673, 41.4015238)
"3610","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1566095, 41.4062553)
"3611","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1580802, 41.3967975)
"3612","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1565435, 41.401256)
"3613","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1569371, 41.4056724)
"3614","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1516156, 41.4038147)
"3615","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1567604, 41.3977712)
"3616","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1556358, 41.4011405)
"3617","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1522222, 41.4004515)
"3618","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1568088, 41.3977356)
"3619","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1613916, 41.4032186)
"3620","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1578316, 41.4043181)
"3621","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1566609, 41.4048209)
"3622","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1557491, 41.3983438)
"3623","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1565737, 41.3979215)
"3624","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1524175, 41.4005767)
"3625","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1627213, 41.3996655)
"3626","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.156623, 41.404795)
"3627","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1566895, 41.4047942)
"3628","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1472022, 41.4086503)
"3629","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1458509, 41.4104964)
"3630","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1383963, 41.4144788)
"3631","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1402949, 41.418143)
"3632","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1478291, 41.4079465)
"3633","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1459065, 41.4103836)
"3634","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1405226, 41.4183745)
"3635","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1416877, 41.4193959)
"3636","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1416074, 41.4197471)
"3637","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1405453, 41.418676)
"3638","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1404201, 41.4184095)
"3639","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1470035, 41.4088988)
"3640","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1416618, 41.4191723)
"3641","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1404827, 41.4185428)
"3642","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1473743, 41.408421)
"3643","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1424146, 41.4116156)
"3644","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1405828, 41.418504)
"3645","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1465825, 41.4094297)
"3646","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.146851, 41.4090926)
"3647","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1399738, 41.4171332)
"3648","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1461579, 41.4099432)
"3649","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1474228, 41.4083673)
"3650","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1415772, 41.419882)
"3651","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.140281, 41.4178568)
"3652","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1404562, 41.4182601)
"3653","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1404923, 41.4183098)
"3654","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1382752, 41.4144215)
"3655","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1422228, 41.4116401)
"3656","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1466135, 41.4093903)
"3657","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.141731, 41.4190348)
"3658","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1470702, 41.408797)
"3659","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1417338, 41.4191977)
"3660","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1375345, 41.419661)
"3661","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.147875, 41.4078999)
"3662","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1416534, 41.4195257)
"3663","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1399423, 41.4170318)
"3664","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1383318, 41.414463)
"3665","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1416212, 41.4196858)
"3666","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1402324, 41.4180097)
"3667","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1471553, 41.4086986)
"3668","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1462796, 41.4098053)
"3669","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1469368, 41.4089838)
"3670","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1476006, 41.4081643)
"3671","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1383246, 41.4144305)
"3672","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1403575, 41.4182763)
"3673","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1469717, 41.4089438)
"3674","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1473498, 41.4084658)
"3675","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1465016, 41.4095315)
"3676","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1401698, 41.4178765)
"3677","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1459325, 41.4103228)
"3678","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1404319, 41.4181804)
"3679","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1400581, 41.4171251)
"3680","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1459871, 41.4101942)
"3681","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1384086, 41.4145448)
"3682","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1403716, 41.4180509)
"3683","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1403414, 41.4179862)
"3684","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1571837, 41.4344054)
"3685","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1624823, 41.4281181)
"3686","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1583892, 41.4266194)
"3687","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1563681, 41.4349853)
"3688","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1585748, 41.4265949)
"3689","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1582985, 41.4338227)
"3690","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1585816, 41.4266795)
"3691","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1586591, 41.4267035)
"3692","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.15426, 41.4362798)
"3693","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1574153, 41.4343551)
"3694","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1538649, 41.4342451)
"3695","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1572178, 41.4343857)
"3696","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1584021, 41.4265423)
"3697","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1628811, 41.4283886)
"3698","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1573128, 41.4344168)
"3699","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1549633, 41.4357358)
"3700","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1588586, 41.426763)
"3701","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1584553, 41.4266397)
"3702","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1560101, 41.4352)
"3703","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1585136, 41.4265762)
"3704","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1562194, 41.4350739)
"3705","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1560475, 41.4351772)
"3706","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1589189, 41.4267797)
"3707","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1573523, 41.4343047)
"3708","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1585204, 41.4266607)
"3709","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1557488, 41.4353576)
"3710","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1573561, 41.4343919)
"3711","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1588074, 41.4267478)
"3712","Acacia saligna",19,13,"08","Barcelonès",146.29,c(2.1604294, 41.4288118)
"3713","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1543947, 41.4362294)
"3714","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1700984, 41.4183283)
"3715","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1713382, 41.417825)
"3716","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1711349, 41.4178905)
"3717","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1691586, 41.4185417)
"3718","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1709249, 41.4179638)
"3719","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1481128, 41.4235256)
"3720","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1484035, 41.4229846)
"3721","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1431421, 41.4207745)
"3722","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1498256, 41.422757)
"3723","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1475577, 41.4245172)
"3724","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1481511, 41.4229252)
"3725","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1429339, 41.4209294)
"3726","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1426929, 41.4211181)
"3727","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1474623, 41.4228986)
"3728","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1477227, 41.4234428)
"3729","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1484867, 41.4229949)
"3730","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.150359, 41.4220695)
"3731","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1480406, 41.4234988)
"3732","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1492207, 41.4229804)
"3733","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1425227, 41.4212478)
"3734","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.147474, 41.4242957)
"3735","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.147596, 41.4243504)
"3736","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1487856, 41.4230054)
"3737","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1475046, 41.424493)
"3738","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1488629, 41.4230066)
"3739","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1474468, 41.4244734)
"3740","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1498811, 41.4227208)
"3741","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1489545, 41.423003)
"3742","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1472697, 41.4232277)
"3743","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1475506, 41.4227399)
"3744","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1478931, 41.423456)
"3745","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1478147, 41.4234442)
"3746","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1483208, 41.4229737)
"3747","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1472937, 41.4231861)
"3748","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1474211, 41.422969)
"3749","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1475617, 41.4243966)
"3750","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1491351, 41.4229888)
"3751","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1435211, 41.4204781)
"3752","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1504525, 41.4219736)
"3753","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1474824, 41.4228657)
"3754","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1473927, 41.4226546)
"3755","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1339044, 41.3785674)
"3756","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1424604, 41.3713028)
"3757","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.142463, 41.3713624)
"3758","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1587306, 41.4245045)
"3759","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1586162, 41.4244972)
"3760","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1586218, 41.424542)
"3761","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2050819, 41.4366708)
"3762","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2059872, 41.4367777)
"3763","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2039019, 41.4373696)
"3764","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2040931, 41.4373914)
"3765","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2047938, 41.4341808)
"3766","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.205196, 41.43649)
"3767","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2043232, 41.4370786)
"3768","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2068004, 41.4366353)
"3769","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2051448, 41.4367381)
"3770","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2035178, 41.4373789)
"3771","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2049518, 41.4341954)
"3772","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2037961, 41.4374129)
"3773","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2042774, 41.4366019)
"3774","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2051312, 41.4368129)
"3775","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2059756, 41.436838)
"3776","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2051241, 41.4364795)
"3777","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.203889, 41.4374244)
"3778","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2043155, 41.4371515)
"3779","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2042074, 41.4375126)
"3780","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2067237, 41.4369674)
"3781","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.205182, 41.436556)
"3782","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.203717, 41.4373466)
"3783","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2051092, 41.4365463)
"3784","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2038053, 41.4373566)
"3785","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2051576, 41.4366762)
"3786","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.203433, 41.4373114)
"3787","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2058813, 41.4369004)
"3788","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2035402, 41.4373251)
"3789","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2048776, 41.4341892)
"3790","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2046631, 41.4374621)
"3791","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2043518, 41.4366783)
"3792","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2059526, 41.436575)
"3793","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2043716, 41.4364465)
"3794","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2042008, 41.4375804)
"3795","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.20511, 41.4342116)
"3796","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2068164, 41.4365752)
"3797","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2051682, 41.4366207)
"3798","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2050697, 41.436726)
"3799","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2059408, 41.4366374)
"3800","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2060007, 41.4367109)
"3801","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2042956, 41.4363751)
"3802","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2033508, 41.4373016)
"3803","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2041902, 41.4377086)
"3804","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2042557, 41.4368757)
"3805","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2042719, 41.4377127)
"3806","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2042719, 41.4366749)
"3807","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2059127, 41.4367677)
"3808","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2044884, 41.4341494)
"3809","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2059685, 41.4365079)
"3810","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2067421, 41.4368962)
"3811","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2060428, 41.4365176)
"3812","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2046391, 41.434168)
"3813","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2050542, 41.4368032)
"3814","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2052224, 41.436361)
"3815","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2117146, 41.4163183)
"3816","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2126896, 41.4180715)
"3817","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2118013, 41.4163775)
"3818","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.212813, 41.4179775)
"3819","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2120554, 41.4185404)
"3820","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2117586, 41.4163466)
"3821","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2117651, 41.4163113)
"3822","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2122545, 41.4183941)
"3823","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2130535, 41.4172165)
"3824","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2118041, 41.416342)
"3825","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.2116692, 41.4162893)
"3826","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.13557, 41.3577109)
"3827","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1406447, 41.3640866)
"3828","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1352812, 41.3577014)
"3829","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1408141, 41.3640961)
"3830","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.14067, 41.3647659)
"3831","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1352493, 41.3577446)
"3832","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1387162, 41.3650561)
"3833","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1405466, 41.3643118)
"3834","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1405027, 41.3647582)
"3835","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1355016, 41.3578022)
"3836","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1407306, 41.3640902)
"3837","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1407539, 41.364769)
"3838","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1354737, 41.3578438)
"3839","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1354479, 41.3578811)
"3840","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1354249, 41.3579109)
"3841","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.140611, 41.3645358)
"3842","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1404182, 41.3647533)
"3843","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1407573, 41.3645413)
"3844","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1408591, 41.3645475)
"3845","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1404617, 41.364309)
"3846","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1408973, 41.364099)
"3847","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.140466, 41.3645296)
"3848","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.140714, 41.3643204)
"3849","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1406769, 41.36454)
"3850","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1352539, 41.3576423)
"3851","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1356027, 41.3576678)
"3852","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.135533, 41.3577626)
"3853","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1352859, 41.357596)
"3854","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1980854, 41.4229011)
"3855","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1978885, 41.42267)
"3856","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1980275, 41.4226147)
"3857","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1980934, 41.4228779)
"3858","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1980128, 41.4163477)
"3859","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1979358, 41.4160878)
"3860","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1978149, 41.4163837)
"3861","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1978538, 41.4164073)
"3862","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1979384, 41.4162901)
"3863","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1978967, 41.4163232)
"3864","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1979422, 41.4162279)
"3865","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1978932, 41.4164414)
"3866","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1979034, 41.4162026)
"3867","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1979763, 41.4163198)
"3868","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1979374, 41.4161684)
"3869","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1796344, 41.4103553)
"3870","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1796593, 41.4104443)
"3871","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1893166, 41.4360498)
"3872","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1786928, 41.4460352)
"3873","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1786217, 41.4460182)
"3874","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.177814, 41.4458051)
"3875","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1787726, 41.4460541)
"3876","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1779158, 41.4458327)
"3877","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1789924, 41.4461005)
"3878","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1776104, 41.4457498)
"3879","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1774578, 41.4457084)
"3880","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1780685, 41.4458742)
"3881","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1781193, 41.4458879)
"3882","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1775086, 41.4457222)
