"","taxon.name","cartodb_id","comarca","provincia","nom_comar","sup_comar","geometry"
"862","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1748266667, 41.3944833333)
"863","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.17483, 41.3944333333)
"864","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1745283333, 41.4003133333)
"865","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.17484, 41.3943966667)
"866","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1748733333, 41.3943433333)
"867","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.174875, 41.3943366667)
"868","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1748733333, 41.39441)
"869","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1748883333, 41.3944016667)
"870","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1748966667, 41.39437)
"871","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1749616667, 41.3943816667)
"872","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1749666667, 41.3945466667)
"873","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.174975, 41.3944466667)
"874","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1750183333, 41.394265)
"875","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1750533333, 41.3944266667)
"876","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1735248, 41.4274426)
"877","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.175135, 41.400415)
"878","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1754611515, 41.4003350908)
"879","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1763683333, 41.395505)
"880","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1763733333, 41.3955266667)
"881","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.176385, 41.3955083333)
"882","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1764654, 41.3942401)
"883","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.175955, 41.40407)
"884","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1764366667, 41.395605)
"885","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1764433333, 41.3955783333)
"886","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1764466667, 41.3956033333)
"887","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1765183333, 41.3954566667)
"888","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1765183333, 41.395555)
"889","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1766216667, 41.395405)
"890","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1768507, 41.393798)
"891","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1769576843, 41.4009664861)
"892","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1782896668, 41.3801897676)
"893","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1774166667, 41.4013966667)
"894","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1779833333, 41.3957866667)
"895","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1785115, 41.3927104)
"896","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1765666667, 41.4380083333)
"897","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.17659, 41.43811)
"898","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.17661, 41.4380433333)
"899","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1766466667, 41.4380233333)
"900","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1767416667, 41.43801)
"901","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.176785, 41.437995)
"902","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1767933333, 41.43795)
"903","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1768183333, 41.4378616667)
"904","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.176825, 41.4379816667)
"905","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1787633333, 41.4014266667)
"906","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1792866667, 41.3922233333)
"907","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1769333333, 41.4378816667)
"908","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1788866667, 41.4014816667)
"909","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1770616667, 41.4378266667)
"910","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1770683333, 41.4377533333)
"911","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.177075, 41.4378533333)
"912","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1771066667, 41.43783)
"913","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1771716667, 41.4366666667)
"914","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1771933333, 41.4373616667)
"915","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1771783333, 41.4379183333)
"916","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.177285, 41.4374266667)
"917","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1773233333, 41.4375816667)
"918","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1773333333, 41.4375416667)
"919","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1792386711, 41.4014424789)
"920","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.179345, 41.4016316667)
"921","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1796794, 41.3979908)
"922","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.179555, 41.40191)
"923","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.17963, 41.4018083333)
"924","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.17969, 41.4017283333)
"925","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.17932833, 41.40994667)
"926","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1797942335, 41.4016290439)
"927","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1779933333, 41.43657)
"928","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1779933333, 41.43674)
"929","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.178, 41.4367383333)
"930","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1781683333, 41.436785)
"931","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1782933333, 41.437005)
"932","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1802340057, 41.4018270437)
"933","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1783916667, 41.4371516667)
"934","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.178405, 41.437145)
"935","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.178455, 41.4362233333)
"936","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1784283333, 41.4372383333)
"937","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.178455, 41.437045)
"938","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1803147131, 41.4018166738)
"939","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1803257895, 41.4017589191)
"940","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1784633333, 41.437175)
"941","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1785033333, 41.4371933333)
"942","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1785983333, 41.437025)
"943","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1787133333, 41.4371033333)
"944","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1787416667, 41.4370616667)
"945","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1788116667, 41.4359866667)
"946","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1806294228, 41.4018520133)
"947","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.180681015, 41.4018730504)
"948","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1789516667, 41.4359283333)
"949","Lantana",19,13,"08","Barcelonès",146.29,c(2.17894, 41.4363266667)
"950","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1790171, 41.435138)
"951","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1816583333, 41.3915633333)
"952","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1793766667, 41.4357783333)
"953","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1793883333, 41.43599)
"954","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.179445, 41.4369833333)
"955","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1813207849, 41.4019286073)
"956","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.179555, 41.4367133333)
"957","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1795533333, 41.4368133333)
"958","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1795733333, 41.4366466667)
"959","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1795766667, 41.43665)
"960","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1796033333, 41.4368133333)
"961","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1796466667, 41.4363066667)
"962","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1796783333, 41.4367916667)
"963","Lantana",19,13,"08","Barcelonès",146.29,c(2.17969, 41.436785)
"964","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1797266667, 41.4367016667)
"965","Lantana",19,13,"08","Barcelonès",146.29,c(2.17976, 41.43717)
"966","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1799466667, 41.4377533333)
"967","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1800083333, 41.4369166667)
"968","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1802045, 41.4365622)
"969","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1801841, 41.4372401)
"970","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1822333333, 41.40032)
"971","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1822330806, 41.4022231599)
"972","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1826433333, 41.40006)
"973","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1826383333, 41.4021466667)
"974","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1829416667, 41.4021783333)
"975","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1829717161, 41.4023481684)
"976","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1830866667, 41.4024783333)
"977","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1841083333, 41.3871)
"978","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1833252895, 41.4024627142)
"979","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1836798605, 41.4025434542)
"980","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1847969, 41.3915604)
"981","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1845433333, 41.4018616667)
"982","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1841133333, 41.4150783333)
"983","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1848, 41.40208)
"984","Cenchrus longisetus",19,13,"08","Barcelonès",146.29,c(2.1851219188, 41.4026317851)
"985","Ipomoea indica",19,13,"08","Barcelonès",146.29,c(2.1862823144, 41.4024333903)
"986","Ipomoea indica",19,13,"08","Barcelonès",146.29,c(2.1870494261, 41.4000942093)
"987","Ipomoea indica",19,13,"08","Barcelonès",146.29,c(2.1870500967, 41.4011335653)
"988","Ipomoea indica",19,13,"08","Barcelonès",146.29,c(2.18726333, 41.40133667)
"989","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.18891455, 41.38570898)
"990","Ipomoea indica",19,13,"08","Barcelonès",146.29,c(2.186735943, 41.4551287772)
"991","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.190125, 41.40415)
"992","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.190885, 41.40424)
"993","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1908233333, 41.407285)
"994","Lantana",19,13,"08","Barcelonès",146.29,c(2.1911608335, 41.4051867183)
"995","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1912564384, 41.4042069385)
"996","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1912566667, 41.4071166667)
"997","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1915333333, 41.4070166667)
"998","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1910283333, 41.4212133333)
"999","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.19227, 41.4045466667)
"1000","Senecio angulatus",19,13,"08","Barcelonès",146.29,c(2.192355, 41.40737)
"1001","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1925766667, 41.4072766667)
"1002","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1927766667, 41.4073466667)
"1003","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.192855, 41.4073266667)
"1004","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1929016667, 41.4073733333)
"1005","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.193, 41.407435)
"1006","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1930166667, 41.40726)
"1007","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1930166667, 41.4073016667)
"1008","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1931327144, 41.4052074831)
"1009","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1931956796, 41.405201447)
"1010","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1930733333, 41.4075583333)
"1011","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.193105, 41.4075816667)
"1012","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.19313, 41.4072566667)
"1013","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1931533333, 41.4072266667)
"1014","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1931766667, 41.4071866667)
"1015","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1931833333, 41.407205)
"1016","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.19348, 41.401775)
"1017","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1932033333, 41.40717)
"1018","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1932166667, 41.4071683333)
"1019","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.193265, 41.4071133333)
"1020","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.193285, 41.4070366667)
"1021","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.19334, 41.4069883333)
"1022","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1933516667, 41.40695)
"1023","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.19338, 41.4069133333)
"1024","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1935166667, 41.406905)
"1025","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1918737, 41.4381592)
"1026","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1936379369, 41.4048893485)
"1027","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1936083333, 41.4055366667)
"1028","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1935433333, 41.4069333333)
"1029","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.19346, 41.4086333333)
"1030","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.19351, 41.4079216667)
"1031","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1936616667, 41.406855)
"1032","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1936183333, 41.4093)
"1033","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1942117209, 41.3984679668)
"1034","Ipomoea indica",19,13,"08","Barcelonès",146.29,c(2.1931366667, 41.423905)
"1035","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.194025, 41.408385)
"1036","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.19401, 41.409095)
"1037","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1945390747, 41.4053092815)
"1038","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.19438, 41.4094733333)
"1039","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.19486, 41.404205)
"1040","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1948833333, 41.4041866667)
"1041","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.194895, 41.4041966667)
"1042","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1948483333, 41.4056316667)
"1043","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1947233333, 41.4089483333)
"1044","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.19499, 41.4041366667)
"1045","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1947233333, 41.4096516667)
"1046","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1947633333, 41.4100616667)
"1047","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1953166667, 41.3997033333)
"1048","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1951116667, 41.4042466667)
"1049","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.19497, 41.40928)
"1050","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.195365, 41.4021433333)
"1051","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.19541, 41.4021233333)
"1052","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1954433333, 41.4021183333)
"1053","Lantana",19,13,"08","Barcelonès",146.29,c(2.1954633333, 41.4020966667)
"1054","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.195665, 41.3999433333)
"1055","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.19489167, 41.41466333)
"1056","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.19558, 41.4018733333)
"1057","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1952016667, 41.4094933333)
"1058","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1956433333, 41.4018516667)
"1059","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.195665, 41.4019)
"1060","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1957803, 41.4001061)
"1061","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1957583333, 41.4018883333)
"1062","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.19578, 41.401895)
"1063","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1959283333, 41.4002283333)
"1064","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1959783333, 41.39973)
"1065","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1959933333, 41.3997333333)
"1066","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1960166667, 41.3997783333)
"1067","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1960333333, 41.39973)
"1068","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.19603, 41.3998183333)
"1069","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1960433333, 41.3997183333)
"1070","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.19608, 41.3997833333)
"1071","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1960883333, 41.3998183333)
"1072","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1955683333, 41.4097666667)
"1073","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.196125, 41.3998916667)
"1074","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1956283333, 41.4102816667)
"1075","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.19571, 41.40983)
"1076","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1962316667, 41.4002216667)
"1077","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1959533369, 41.4055264635)
"1078","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.19608, 41.4033533333)
"1079","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1961516667, 41.4033)
"1080","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1963216667, 41.4001083333)
"1081","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1963783333, 41.4001716667)
"1082","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1963816667, 41.4003733333)
"1083","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.1963933333, 41.4001983333)
"1084","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1958916667, 41.4100133333)
"1085","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1964933333, 41.399555)
"1086","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1959516667, 41.410075)
"1087","Lantana",19,13,"08","Barcelonès",146.29,c(2.196395, 41.4018233333)
"1088","Lantana camara",19,13,"08","Barcelonès",146.29,c(2.1964583333, 41.4030816667)
"1089","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1969333333, 41.4013083333)
"1090","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.1969573386, 41.4018212166)
"1091","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.196525, 41.4102)
"1092","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1959366667, 41.4222)
"1093","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.19671, 41.4111316667)
"1094","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1972083333, 41.4023183333)
"1095","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1967516667, 41.411195)
"1096","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1972416667, 41.4022966667)
"1097","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.197265, 41.4023316667)
"1098","Lantana",19,13,"08","Barcelonès",146.29,c(2.1977355983, 41.3939627633)
"1099","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.19693, 41.4107333333)
"1100","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.197834005, 41.3939087712)
"1101","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1970566667, 41.41095)
"1102","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.197075, 41.411435)
"1103","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1975533333, 41.40248)
"1104","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.19738, 41.4116916667)
"1105","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.197525, 41.4112133333)
"1106","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1976483333, 41.4120666667)
"1107","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.1981533333, 41.4041266667)
"1108","Ipomoea indica",19,13,"08","Barcelonès",146.29,c(2.1979906062, 41.408654928)
"1109","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1985283333, 41.4051833333)
"1110","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1982133333, 41.411365)
"1111","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.198295, 41.4123133333)
"1112","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1986266667, 41.41179)
"1113","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1985833333, 41.4126183333)
"1114","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1990371017, 41.4063916625)
"1115","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.199135, 41.412365)
"1116","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1991366667, 41.4134966667)
"1117","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1993216667, 41.4124966667)
"1118","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1995283333, 41.4129883333)
"1119","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.1996398, 41.4133028)
"1120","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.2002116667, 41.4061633333)
"1121","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.2000716667, 41.4136433333)
"1122","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.2015583333, 41.3955966667)
"1123","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.2015616667, 41.39635)
"1124","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.2017116667, 41.3965266667)
"1125","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.201765, 41.3959333333)
"1126","Kalanchoe × houghtonii",19,13,"08","Barcelonès",146.29,c(2.2017783333, 41.3957816667)
"1127","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.2017414, 41.3968483)
"1128","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.2018233333, 41.395485)
"1129","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.2008833333, 41.4136566667)
"1130","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.2019, 41.3954083333)
"1131","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.201875, 41.3959583333)
"1132","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.20192, 41.3954483333)
"1133","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.20188, 41.396405)
"1134","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.2013367007, 41.4069405701)
"1135","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.2019783333, 41.3957883333)
"1136","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.2019466667, 41.3964483333)
"1137","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.2019966667, 41.3956266667)
"1138","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.201995, 41.3956833333)
"1139","Mesembryanthemum cordifolium",19,13,"08","Barcelonès",146.29,c(2.20199, 41.3958616667)
"1140","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.20201, 41.3955766667)
"1141","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.2020083333, 41.3957183333)
"1142","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.20203, 41.3953466667)
"1143","Mirabilis jalapa",19,13,"08","Barcelonès",146.29,c(2.2020133333, 41.3956733333)
"1144","Dichondra micrantha",19,13,"08","Barcelonès",146.29,c(2.2010333333, 41.41414)
